"Job_Role","Company","Location","Job Type","Salary","Experience Required","Date","Job Portal","Education Requirement","Skills","Remote/Onsite","Company Size"
"Marketing Executive","Wipro","Jaipur","Contract","1000000.0","5-10 years","2025-01-05","LinkedIn","B.Sc","Excel, UI/UX, Machine Learning","Onsite","Large (500+)"
"HR Manager","TCS","Pune","Contract","650000.0","2-5 years","2024-12-24","Indeed","MBA","Python, Digital Marketing, SQL","Onsite","Small (1-50)"
"Financial Analyst","Google","Chennai","Part-time","650000.0","5-10 years","2025-01-21","LinkedIn","B.Sc","C++, SQL, UI/UX","Onsite","Large (500+)"
"Marketing Executive","Wipro","Chennai","Contract","400000.0","10+ years","2025-01-15","Indeed","MBA","Java, React, Python","Remote","Small (1-50)"
"Business Analyst","Accenture","Delhi","Contract","1600000.0","5-10 years","2025-01-12","LinkedIn","B.Tech","Machine Learning, C++, Excel","Onsite","Small (1-50)"
"Cyber Security Analyst","TCS","Delhi","Contract","1000000.0","10+ years","2024-12-24","Naukri.com","PhD","UI/UX, Python, Digital Marketing","Remote","Medium (51-500)"
"Business Analyst","HCL","Hyderabad","Contract","2000000.0","0-2 years","2025-01-17","Indeed","PhD","Java, Machine Learning, Digital Marketing","Remote","Medium (51-500)"
"Software Engineer","HCL","Pune","Contract","1600000.0","0-2 years","2025-01-10","Naukri.com","MBA","Python, C++, Machine Learning","Hybrid","Medium (51-500)"
"HR Manager","Google","Kolkata","Internship","1600000.0","5-10 years","2024-12-30","Naukri.com","M.Tech","React, AWS, Excel","Onsite","Large (500+)"
"Business Analyst","Wipro","Kolkata","Full-time","2000000.0","10+ years","2025-01-15","Naukri.com","PhD","SQL, AWS, Machine Learning","Hybrid","Large (500+)"
"Software Engineer","IBM","Bangalore","Internship","400000.0","10+ years","2024-12-24","Indeed","B.Sc","Java, UI/UX, AWS","Remote","Small (1-50)"
"Graphic Designer","IBM","Pune","Full-time","1600000.0","10+ years","2025-01-03","Naukri.com","PhD","SQL, Excel, AWS","Remote","Small (1-50)"
"Marketing Executive","Amazon","Hyderabad","Full-time","400000.0","10+ years","2025-01-05","Naukri.com","MBA","Excel, Python, C++","Remote","Small (1-50)"
"Graphic Designer","Amazon","Hyderabad","Part-time","400000.0","5-10 years","2025-01-15","Naukri.com","PhD","React, SQL, Java","Onsite","Large (500+)"
"Data Scientist","HCL","Pune","Internship","1600000.0","5-10 years","2024-12-24","Naukri.com","B.Tech","Machine Learning, React, UI/UX","Hybrid","Medium (51-500)"
"Marketing Executive","Wipro","Mumbai","Internship","1600000.0","0-2 years","2025-01-04","LinkedIn","MBA","AWS, React, Digital Marketing","Remote","Small (1-50)"
"HR Manager","Microsoft","Hyderabad","Part-time","1600000.0","10+ years","2025-01-21","LinkedIn","PhD","Digital Marketing, SQL, Excel","Remote","Large (500+)"
"Data Scientist","Amazon","Bangalore","Full-time","1600000.0","0-2 years","2024-12-24","Naukri.com","B.Sc","React, AWS, Machine Learning","Onsite","Medium (51-500)"
"HR Manager","HCL","Chennai","Contract","2000000.0","5-10 years","2025-01-03","Naukri.com","B.Tech","Java, SQL, Digital Marketing","Hybrid","Large (500+)"
"Cyber Security Analyst","Amazon","Noida","Internship","400000.0","0-2 years","2025-01-08","LinkedIn","B.Tech","Excel, Digital Marketing, AWS","Remote","Small (1-50)"
"Business Analyst","Wipro","Noida","Part-time","400000.0","2-5 years","2025-01-16","Naukri.com","M.Tech","Machine Learning, UI/UX, Python","Hybrid","Medium (51-500)"
"Software Engineer","Infosys","Chennai","Contract","400000.0","0-2 years","2024-12-25","Indeed","B.Tech","Java, Python, Digital Marketing","Remote","Small (1-50)"
"Cyber Security Analyst","Deloitte","Hyderabad","Part-time","1000000.0","2-5 years","2024-12-28","LinkedIn","B.Sc","Machine Learning, React, Python","Remote","Large (500+)"
"Financial Analyst","Google","Kolkata","Full-time","1600000.0","10+ years","2025-01-19","LinkedIn","B.Tech","Java, React, Digital Marketing","Remote","Large (500+)"
"Business Analyst","TCS","Pune","Full-time","2000000.0","0-2 years","2024-12-29","Naukri.com","B.Tech","Digital Marketing, AWS, Java","Hybrid","Small (1-50)"
"Business Analyst","Microsoft","Delhi","Part-time","400000.0","5-10 years","2024-12-30","Naukri.com","PhD","Java, C++, Excel","Hybrid","Medium (51-500)"
"Data Scientist","HCL","Mumbai","Internship","2000000.0","0-2 years","2025-01-06","Indeed","PhD","Java, C++, React","Hybrid","Small (1-50)"
"Business Analyst","Amazon","Noida","Part-time","2000000.0","2-5 years","2025-01-18","LinkedIn","M.Tech","SQL, Machine Learning, UI/UX","Remote","Medium (51-500)"
"Product Manager","Amazon","Mumbai","Part-time","1600000.0","5-10 years","2024-12-26","Indeed","M.Tech","Excel, Machine Learning, SQL","Remote","Large (500+)"
"Product Manager","Deloitte","Mumbai","Internship","650000.0","10+ years","2025-01-05","Naukri.com","B.Tech","React, AWS, Excel","Remote","Medium (51-500)"
"Marketing Executive","TCS","Bangalore","Full-time","400000.0","5-10 years","2024-12-29","LinkedIn","PhD","Python, AWS, Digital Marketing","Hybrid","Medium (51-500)"
"Product Manager","Wipro","Bangalore","Internship","400000.0","10+ years","2025-01-18","Indeed","PhD","C++, Machine Learning, SQL","Onsite","Large (500+)"
"Business Analyst","Amazon","Noida","Part-time","1000000.0","10+ years","2024-12-30","Indeed","PhD","React, AWS, Excel","Remote","Medium (51-500)"
"Financial Analyst","Amazon","Pune","Internship","650000.0","2-5 years","2025-01-07","LinkedIn","PhD","Machine Learning, Excel, Digital Marketing","Remote","Small (1-50)"
"Product Manager","IBM","Hyderabad","Part-time","1600000.0","10+ years","2025-01-02","Indeed","M.Tech","SQL, Python, Machine Learning","Remote","Small (1-50)"
"Graphic Designer","IBM","Delhi","Contract","2000000.0","10+ years","2024-12-23","LinkedIn","MBA","Digital Marketing, UI/UX, SQL","Hybrid","Medium (51-500)"
"Financial Analyst","HCL","Ahmedabad","Contract","1600000.0","2-5 years","2025-01-10","LinkedIn","PhD","UI/UX, React, Digital Marketing","Hybrid","Large (500+)"
"Data Scientist","Wipro","Chennai","Internship","1000000.0","10+ years","2025-01-16","Indeed","MBA","SQL, Python, AWS","Remote","Medium (51-500)"
"Product Manager","Amazon","Delhi","Contract","1000000.0","10+ years","2025-01-08","LinkedIn","B.Tech","SQL, Machine Learning, React","Hybrid","Medium (51-500)"
"Financial Analyst","TCS","Chennai","Part-time","1000000.0","10+ years","2025-01-02","LinkedIn","MBA","AWS, React, UI/UX","Remote","Small (1-50)"
"Cyber Security Analyst","Google","Mumbai","Part-time","400000.0","10+ years","2024-12-24","LinkedIn","B.Tech","UI/UX, React, Excel","Hybrid","Medium (51-500)"
"Sales Representative","Google","Jaipur","Full-time","400000.0","10+ years","2025-01-20","LinkedIn","B.Sc","AWS, React, Java","Onsite","Large (500+)"
"Marketing Executive","Wipro","Kolkata","Part-time","400000.0","5-10 years","2025-01-20","Indeed","B.Tech","React, SQL, Java","Hybrid","Medium (51-500)"
"Sales Representative","Microsoft","Mumbai","Contract","650000.0","2-5 years","2025-01-04","LinkedIn","B.Tech","Digital Marketing, Machine Learning, Excel","Hybrid","Large (500+)"
"Graphic Designer","Google","Noida","Part-time","400000.0","2-5 years","2025-01-05","Naukri.com","B.Tech","UI/UX, Java, Digital Marketing","Onsite","Medium (51-500)"
"Software Engineer","Microsoft","Kolkata","Full-time","400000.0","10+ years","2025-01-07","Indeed","PhD","Python, Java, C++","Remote","Medium (51-500)"
"Data Scientist","HCL","Kolkata","Internship","400000.0","10+ years","2025-01-01","Naukri.com","MBA","Java, React, C++","Hybrid","Large (500+)"
"Marketing Executive","Amazon","Hyderabad","Full-time","1000000.0","2-5 years","2024-12-31","LinkedIn","B.Sc","React, AWS, SQL","Hybrid","Small (1-50)"
"Product Manager","Amazon","Kolkata","Full-time","1600000.0","10+ years","2025-01-07","LinkedIn","PhD","Machine Learning, Python, React","Hybrid","Medium (51-500)"
"Financial Analyst","Microsoft","Kolkata","Contract","1000000.0","2-5 years","2025-01-17","Naukri.com","PhD","React, Digital Marketing, UI/UX","Remote","Medium (51-500)"
"Software Engineer","HCL","Jaipur","Full-time","1600000.0","2-5 years","2025-01-07","Indeed","PhD","Excel, SQL, Digital Marketing","Hybrid","Small (1-50)"
"Business Analyst","Accenture","Mumbai","Contract","1000000.0","0-2 years","2024-12-31","Indeed","B.Tech","Python, UI/UX, Machine Learning","Onsite","Medium (51-500)"
"Software Engineer","Infosys","Hyderabad","Full-time","650000.0","0-2 years","2025-01-22","Indeed","B.Sc","UI/UX, C++, React","Hybrid","Medium (51-500)"
"Product Manager","Wipro","Pune","Full-time","1600000.0","0-2 years","2025-01-21","Naukri.com","B.Sc","Excel, SQL, AWS","Remote","Medium (51-500)"
"Data Scientist","TCS","Noida","Internship","650000.0","10+ years","2024-12-23","Indeed","PhD","UI/UX, Digital Marketing, C++","Onsite","Large (500+)"
"HR Manager","IBM","Ahmedabad","Internship","1600000.0","2-5 years","2025-01-13","LinkedIn","B.Tech","AWS, React, Digital Marketing","Remote","Small (1-50)"
"Sales Representative","IBM","Mumbai","Internship","1000000.0","2-5 years","2025-01-07","LinkedIn","B.Tech","Digital Marketing, Python, React","Hybrid","Large (500+)"
"Marketing Executive","Wipro","Jaipur","Full-time","650000.0","10+ years","2025-01-17","LinkedIn","B.Tech","Excel, UI/UX, Java","Remote","Large (500+)"
"Sales Representative","Accenture","Bangalore","Internship","1600000.0","0-2 years","2025-01-02","LinkedIn","B.Tech","Digital Marketing, AWS, SQL","Hybrid","Small (1-50)"
"Marketing Executive","Google","Jaipur","Part-time","2000000.0","0-2 years","2024-12-29","Naukri.com","MBA","Python, React, SQL","Remote","Small (1-50)"
"Marketing Executive","Deloitte","Hyderabad","Internship","650000.0","5-10 years","2025-01-17","LinkedIn","B.Tech","Python, React, Excel","Remote","Large (500+)"
"HR Manager","Amazon","Bangalore","Part-time","1000000.0","10+ years","2024-12-27","Indeed","B.Tech","AWS, React, Digital Marketing","Remote","Large (500+)"
"Data Scientist","IBM","Jaipur","Part-time","1600000.0","2-5 years","2024-12-28","Indeed","B.Sc","Excel, SQL, AWS","Remote","Medium (51-500)"
"Data Scientist","Infosys","Kolkata","Internship","650000.0","5-10 years","2025-01-22","Indeed","B.Sc","React, SQL, AWS","Hybrid","Small (1-50)"
"Product Manager","HCL","Bangalore","Internship","1600000.0","0-2 years","2024-12-25","Naukri.com","B.Sc","SQL, Excel, Python","Hybrid","Large (500+)"
"Sales Representative","Microsoft","Kolkata","Contract","650000.0","2-5 years","2024-12-24","Indeed","B.Tech","React, Python, Java","Remote","Medium (51-500)"
"Product Manager","HCL","Chennai","Part-time","1600000.0","5-10 years","2025-01-14","LinkedIn","M.Tech","UI/UX, Java, C++","Onsite","Small (1-50)"
"HR Manager","Microsoft","Jaipur","Contract","2000000.0","0-2 years","2025-01-03","Indeed","M.Tech","Machine Learning, React, Java","Onsite","Small (1-50)"
"Graphic Designer","TCS","Pune","Full-time","1600000.0","5-10 years","2025-01-11","LinkedIn","MBA","UI/UX, Digital Marketing, React","Hybrid","Medium (51-500)"
"Cyber Security Analyst","TCS","Pune","Full-time","1600000.0","2-5 years","2025-01-22","LinkedIn","B.Sc","Machine Learning, SQL, Java","Remote","Medium (51-500)"
"Data Scientist","Deloitte","Ahmedabad","Full-time","1000000.0","2-5 years","2025-01-22","Indeed","B.Sc","AWS, UI/UX, C++","Remote","Small (1-50)"
"HR Manager","Microsoft","Delhi","Part-time","1000000.0","0-2 years","2025-01-15","Naukri.com","M.Tech","Python, Excel, C++","Hybrid","Small (1-50)"
"HR Manager","Amazon","Chennai","Part-time","400000.0","10+ years","2024-12-30","Indeed","PhD","SQL, Java, C++","Hybrid","Medium (51-500)"
"Business Analyst","TCS","Ahmedabad","Part-time","1000000.0","5-10 years","2025-01-10","Indeed","B.Tech","AWS, Python, SQL","Remote","Medium (51-500)"
"Product Manager","IBM","Jaipur","Contract","1000000.0","5-10 years","2025-01-16","Indeed","B.Tech","UI/UX, Digital Marketing, AWS","Remote","Medium (51-500)"
"Product Manager","Microsoft","Delhi","Full-time","1600000.0","10+ years","2024-12-27","Indeed","B.Sc","React, Excel, UI/UX","Onsite","Small (1-50)"
"Financial Analyst","IBM","Delhi","Contract","1600000.0","10+ years","2025-01-22","Indeed","PhD","Java, Excel, UI/UX","Remote","Medium (51-500)"
"Cyber Security Analyst","Google","Noida","Full-time","1600000.0","5-10 years","2024-12-29","Indeed","PhD","Digital Marketing, UI/UX, C++","Onsite","Medium (51-500)"
"Business Analyst","Wipro","Hyderabad","Part-time","1600000.0","0-2 years","2024-12-27","LinkedIn","B.Sc","Excel, AWS, UI/UX","Hybrid","Small (1-50)"
"Marketing Executive","HCL","Ahmedabad","Part-time","2000000.0","5-10 years","2025-01-02","LinkedIn","B.Sc","React, Excel, Java","Remote","Small (1-50)"
"Product Manager","Wipro","Chennai","Contract","2000000.0","2-5 years","2025-01-06","Indeed","B.Tech","Digital Marketing, AWS, UI/UX","Remote","Small (1-50)"
"Data Scientist","Accenture","Pune","Part-time","2000000.0","5-10 years","2025-01-11","Indeed","B.Tech","SQL, C++, UI/UX","Hybrid","Large (500+)"
"Software Engineer","Microsoft","Ahmedabad","Part-time","1000000.0","5-10 years","2025-01-11","LinkedIn","PhD","UI/UX, AWS, SQL","Onsite","Medium (51-500)"
"Software Engineer","Microsoft","Hyderabad","Full-time","1000000.0","10+ years","2024-12-31","Indeed","PhD","SQL, Python, Java","Remote","Large (500+)"
"Graphic Designer","Infosys","Bangalore","Internship","400000.0","10+ years","2025-01-22","Indeed","PhD","Python, UI/UX, React","Remote","Small (1-50)"
"Software Engineer","Wipro","Delhi","Contract","1600000.0","10+ years","2025-01-04","Naukri.com","M.Tech","Digital Marketing, AWS, React","Hybrid","Large (500+)"
"Marketing Executive","Amazon","Jaipur","Part-time","1600000.0","0-2 years","2025-01-07","Indeed","MBA","AWS, C++, Python","Onsite","Medium (51-500)"
"Data Scientist","Deloitte","Delhi","Contract","650000.0","0-2 years","2025-01-20","Naukri.com","MBA","C++, Machine Learning, AWS","Hybrid","Small (1-50)"
"HR Manager","Deloitte","Bangalore","Full-time","2000000.0","2-5 years","2025-01-13","LinkedIn","B.Sc","Machine Learning, UI/UX, Java","Hybrid","Large (500+)"
"Graphic Designer","IBM","Ahmedabad","Part-time","1600000.0","10+ years","2025-01-18","Naukri.com","B.Sc","UI/UX, Excel, Digital Marketing","Hybrid","Small (1-50)"
"HR Manager","Wipro","Kolkata","Internship","2000000.0","10+ years","2025-01-05","LinkedIn","B.Tech","Java, Machine Learning, Excel","Onsite","Small (1-50)"
"Financial Analyst","Microsoft","Noida","Part-time","1600000.0","0-2 years","2024-12-29","Indeed","MBA","SQL, Java, React","Remote","Large (500+)"
"Business Analyst","Microsoft","Jaipur","Full-time","1600000.0","0-2 years","2025-01-22","Naukri.com","B.Tech","React, UI/UX, Digital Marketing","Onsite","Small (1-50)"
"Software Engineer","HCL","Kolkata","Part-time","650000.0","10+ years","2024-12-25","Naukri.com","PhD","UI/UX, SQL, AWS","Remote","Small (1-50)"
"Cyber Security Analyst","Wipro","Bangalore","Full-time","1600000.0","5-10 years","2025-01-12","Naukri.com","B.Sc","Python, C++, Digital Marketing","Onsite","Large (500+)"
"HR Manager","Infosys","Ahmedabad","Contract","1600000.0","10+ years","2024-12-30","Naukri.com","MBA","UI/UX, Python, SQL","Onsite","Medium (51-500)"
"Financial Analyst","Google","Jaipur","Full-time","2000000.0","0-2 years","2025-01-03","Indeed","M.Tech","Excel, AWS, Java","Hybrid","Medium (51-500)"
"Data Scientist","Microsoft","Noida","Internship","400000.0","0-2 years","2025-01-14","Indeed","MBA","UI/UX, SQL, Digital Marketing","Remote","Large (500+)"
"HR Manager","Infosys","Delhi","Full-time","650000.0","5-10 years","2024-12-27","LinkedIn","PhD","AWS, UI/UX, Machine Learning","Onsite","Large (500+)"
"Marketing Executive","Wipro","Noida","Part-time","2000000.0","10+ years","2025-01-05","Indeed","B.Sc","SQL, Java, AWS","Remote","Large (500+)"
"Product Manager","Microsoft","Kolkata","Internship","650000.0","5-10 years","2025-01-11","Naukri.com","B.Tech","AWS, Machine Learning, UI/UX","Remote","Small (1-50)"
"Software Engineer","Amazon","Hyderabad","Internship","1000000.0","10+ years","2024-12-24","LinkedIn","M.Tech","Excel, SQL, AWS","Remote","Small (1-50)"
"Marketing Executive","Google","Pune","Internship","400000.0","5-10 years","2025-01-10","Indeed","B.Sc","AWS, React, SQL","Onsite","Large (500+)"
"Business Analyst","Amazon","Kolkata","Contract","400000.0","0-2 years","2025-01-18","Indeed","M.Tech","Machine Learning, Python, UI/UX","Onsite","Small (1-50)"
"Cyber Security Analyst","Infosys","Pune","Full-time","1600000.0","2-5 years","2025-01-09","Naukri.com","B.Sc","Python, AWS, React","Remote","Small (1-50)"
"Cyber Security Analyst","Wipro","Kolkata","Internship","1000000.0","5-10 years","2024-12-24","LinkedIn","M.Tech","Java, Digital Marketing, React","Remote","Small (1-50)"
"Marketing Executive","Microsoft","Ahmedabad","Contract","2000000.0","5-10 years","2025-01-20","LinkedIn","B.Sc","Digital Marketing, Python, SQL","Onsite","Large (500+)"
"Financial Analyst","Infosys","Chennai","Part-time","2000000.0","5-10 years","2025-01-02","LinkedIn","PhD","Java, React, Digital Marketing","Hybrid","Medium (51-500)"
"Data Scientist","TCS","Bangalore","Part-time","1600000.0","2-5 years","2025-01-17","Naukri.com","PhD","Excel, Digital Marketing, SQL","Hybrid","Medium (51-500)"
"Marketing Executive","Microsoft","Kolkata","Contract","1600000.0","5-10 years","2024-12-28","Naukri.com","PhD","AWS, Python, SQL","Hybrid","Small (1-50)"
"Graphic Designer","Amazon","Bangalore","Internship","650000.0","10+ years","2025-01-11","LinkedIn","B.Sc","Python, UI/UX, React","Onsite","Large (500+)"
"Sales Representative","Infosys","Pune","Contract","650000.0","0-2 years","2025-01-15","Naukri.com","MBA","Digital Marketing, React, Python","Onsite","Small (1-50)"
"Software Engineer","Microsoft","Bangalore","Contract","1000000.0","2-5 years","2025-01-08","Naukri.com","M.Tech","React, AWS, SQL","Hybrid","Large (500+)"
"Software Engineer","IBM","Mumbai","Contract","1000000.0","5-10 years","2025-01-21","Indeed","M.Tech","Java, Machine Learning, Digital Marketing","Remote","Small (1-50)"
